review,sentimiento,idioma,review_norm,confianza,categoria_idioma,emojis_encontrados,tiene_emoji,num_emojis
Reservamos para el día de nochevieja y cual fue nuestra sorpresa cuando llegamos hacer el check in no había nadie en recepción. Nos enviaron un mail por la mñ q nos decía q se podían recoger las llaves hasta las 20.30.llegamos a las 19.00 y ni rastro del recepcionista. [PERSONA] por teléfono y no te atienden. [PERSONA] una familia q había pedido una cama supletoria para un niño y no la habían puesto y tampoco los atendía nadie. Por la mañana estuvimos llamando para avisar de que llegabamos a las 19.00 y nadie cogió el teléfono. [PERSONA] pésimo. Si hay una emergencia nadie te atiende.,negativo,es,reservamos para el dia de nochevieja y cual fue nuestra sorpresa cuando llegamos hacer el check in no habia nadie en recepcion nos enviaron un mail por la mn q nos decia q se podian recoger las llaves hasta las 2030llegamos a las 1900 y ni rastro del recepcionista llamas por telefono y no te atienden habia una familia q habia pedido una cama supletoria para un nino y no la habian puesto y tampoco los atendia nadie por la manana estuvimos llamando para avisar de que llegabamos a las 1900 y nadie cogio el telefono servicio pesimo si hay una emergencia nadie te atiende,1.0,español_seguro,[],False,0
"Hemos estado en estos apartamentos este fin de semana 23 y 24 de noviembre. Están situados en la zona norte, en El Brillante. Están algo retirados del centro, pero el entorno es muy tranquilo y hay zonas cercanas con centros comerciales, restaurante con servicio a mesa y de comida rápida así como servicio a domicilio. La edificación es cómo un edificio residencial que se ha adaptado a apartamentos turísticos, pero con una particularidad, hay personas que residen de alquiler de forma permanente y tienen un oído "" muy sensible"""". Te recuerdan a la entrada y en la página web de los horarios en los que hay que respetar un silencio, lógico, para el descanso. A las 19:30 recibimos un a llamada de recepción por las quejas de ""los ruidos molestos por música de nuestro apartamento"". ¡¡A...",neutro,es,hemos estado en estos apartamentos este fin de semana 23 y 24 de noviembre estan situados en la zona norte en el brillante estan algo retirados del centro pero el entorno es muy tranquilo y hay zonas cercanas con centros comerciales restaurante con servicio a mesa y de comida rapida asi como servicio a domicilio la edificacion es como un edificio residencial que se ha adaptado a apartamentos turisticos pero con una particularidad hay personas que residen de alquiler de forma permanente y tienen un oido  muy sensible te recuerdan a la entrada y en la pagina web de los horarios en los que hay que respetar un silencio logico para el descanso a las 1930 recibimos un a llamada de recepcion por las quejas de los ruidos molestos por musica de nuestro apartamento a,1.0,español_seguro,[],False,0
"Pesima cama, crujia como catre viejo, como era muy tarde para reclamar tuvimos que poner el colchon en el suelo. [PERSONA], del baño salia olor a alcantarilla. Si bien es cierto la ubicación es lejos del centro, como andabamos en coche no nos complicó.",neutro,es,pesima cama crujia como catre viejo como era muy tarde para reclamar tuvimos que poner el colchon en el suelo  ademas del bano salia olor a alcantarilla si bien es cierto la ubicacion es lejos del centro como andabamos en coche no nos complico,1.0,español_seguro,[],False,0
"El apartamento tipo loft estaba muy bien. [PERSONA] y funcional aunque con algunas carencias como por ejemplo: no tenia horno y había pocos utensilios de cocina. El lavabo era muy nuevo y adaptado a personas en silla de ruedas. Por otra parte, fuera del apartamento (pero dentro del complejo) hay terrazas con mesas y sillas para cenar, comer... de libre disposición. La señal de WIFI no llegaba bien por todo el complejo. El personal muy amable! Quedan un poco lejos del centro",neutro,es,el apartamento tipo loft estaba muy bien comodo y funcional aunque con algunas carencias como por ejemplo no tenia horno y habia pocos utensilios de cocina el lavabo era muy nuevo y adaptado a personas en silla de ruedas por otra parte fuera del apartamento pero dentro del complejo hay terrazas con mesas y sillas para cenar comer de libre disposicion la senal de wifi no llegaba bien por todo el complejo el personal muy amable quedan un poco lejos del centro,1.0,español_seguro,[],False,0
"Sitio un poco alejado del centro urbano, pero muy tranquilo, bien en relación precio calidad. El apartamento amplio, lo único peor el sofá, muy incómodo, el resto bien. El desayuno esta muy bien también.",neutro,es,sitio un poco alejado del centro urbano pero muy tranquilo bien en relacion precio calidad el apartamento amplio lo unico peor el sofa muy incomodo el resto bien el desayuno esta muy bien tambien,1.0,español_seguro,[],False,0
"Hemos pasado un fin de semana dos parejas, el apartamento tiene dos habitaciones, una de matrimonio y otra individual con una litera, aspecto a tener en cuenta si se supone que han reservado 4 adultos. Los colchones y las almohadas son reguleros la verdad, cosa que deberían mejorar. La ducha tiene poca fuerza y el termo tarda en volver a calentar el agua. El salón tiene un sofá de dos plazas y ya está por lo que se nos quedó corto ya que éramos 4 personas. Tiene puntos positivos como la limpieza, la cocina súper bien equipada, nuevo, parking y muchísimo silencio y tranquilidad. En definitiva si mejoraran ciertas cositas sería perfecto.",neutro,es,hemos pasado un fin de semana dos parejas el apartamento tiene dos habitaciones una de matrimonio y otra individual con una litera aspecto a tener en cuenta si se supone que han reservado 4 adultos los colchones y las almohadas son reguleros la verdad cosa que deberian mejorar la ducha tiene poca fuerza y el termo tarda en volver a calentar el agua el salon tiene un sofa de dos plazas y ya esta por lo que se nos quedo corto ya que eramos 4 personas tiene puntos positivos como la limpieza la cocina super bien equipada nuevo parking y muchisimo silencio y tranquilidad en definitiva si mejoraran ciertas cositas seria perfecto,1.0,español_seguro,[],False,0
Me parece vergonzoso que pongan que admiten mascotas cuando por el simple hecho de llevar no uno sino dos perritos me denieguen el acceso.Si no sois amigos de los animales no lo pongáis para hacer publicidad engañosa pues no veo el sentido a esta normativa.Es como si en vez de llevar un niño llevo dos...que aumenta el riesgo de algo o es que comen más oxígeno en la habitación????...no entiendo nada!!!,negativo,es,me parece vergonzoso que pongan que admiten mascotas cuando por el simple hecho de llevar no uno sino dos perritos me denieguen el accesosi no sois amigos de los animales no lo pongais para hacer publicidad enganosa pues no veo el sentido a esta normativaes como si en vez de llevar un nino llevo dosque aumenta el riesgo de algo o es que comen mas oxigeno en la habitacion no entiendo nada,1.0,español_seguro,[],False,0
"La nuestra no fue una buena experiencia, el apartamento en sí bien, el mobiliario es súper escaso y básico, el sofá de hace 20 años y la colcha de la cama deberían de lavarla después de cada uso, porque era de vergüenza, vamos yo ni la toqué. Llegamos por la noche después de un día de turismo por [PERSONA], nuestra sorpresa el termo no funcionaba......más sorpresa todavía....no existe un teléfono de emergencia, la recepción cierra a las 8 y todo lo que pase de ahí en adelante te las apañas tu. Tuvimos que llamar a la puerta de un vecino que llevaba tiempo allí y nos facilito el número personal de la recepcionista. La llamamos y a la media hora apareció y nos dió otro apartamento. Osea que entre la mudanza de apartamento a las 11 de la noche y que el wifi es inexistente el...",negativo,es,la nuestra no fue una buena experiencia el apartamento en si bien el mobiliario es super escaso y basico el sofa de hace 20 anos y la colcha de la cama deberian de lavarla despues de cada uso porque era de verguenza vamos yo ni la toque llegamos por la noche despues de un dia de turismo por cordoba nuestra sorpresa el termo no funcionabamas sorpresa todaviano existe un telefono de emergencia la recepcion cierra a las 8 y todo lo que pase de ahi en adelante te las apanas tu tuvimos que llamar a la puerta de un vecino que llevaba tiempo alli y nos facilito el numero personal de la recepcionista la llamamos y a la media hora aparecio y nos dio otro apartamento osea que entre la mudanza de apartamento a las 11 de la noche y que el wifi es inexistente el,1.0,español_seguro,[],False,0
"Estoy de viaje familiar por [PERSONA], este es el más caro de todos en los que he estado, el que menos encanto tiene... Por no tener no tiene ni escurridor de platos ni secador, colchones muy malos, sofá etc.... La ubicación fatal! Están a 20min del centro por unas enrevesadas calles hasta llegar a él. No lo recomiendo. [PERSONA] encanto y cero detalles.",negativo,es,estoy de viaje familiar por andalucia este es el mas caro de todos en los que he estado el que menos encanto tiene por no tener no tiene ni escurridor de platos ni secador colchones muy malos sofa etc  la ubicacion fatal estan a 20min del centro por unas enrevesadas calles hasta llegar a el no lo recomiendo cero encanto y cero detalles,1.0,español_seguro,[],False,0
"El colchón malísimo, las patas de la cama se movian, las almohadas superfinas y la ""alcachofa"" de la ducha soltaba agua por mil sitios. Muy limpio y el personal muy agradable, que nos facilitaron otras añmohadas, pero hay que mejorar para que nos cobren 75 euros la noche. Por cierto, para desayunar un Buffet sacado del Mercadona valorado en 10. [PERSONA], mantequilla, croasans envasados, yogures y crispis. Muy poca variedad. Hemos venido a una boda pero si me tengo que quedar toda la semana yo no me quedo.",negativo,es,el colchon malisimo las patas de la cama se movian las almohadas superfinas y la alcachofa de la ducha soltaba agua por mil sitios muy limpio y el personal muy agradable que nos facilitaron otras anmohadas pero hay que mejorar para que nos cobren 75 euros la noche por cierto para desayunar un buffet sacado del mercadona valorado en 10  pan mantequilla croasans envasados yogures y crispis muy poca variedad hemos venido a una boda pero si me tengo que quedar toda la semana yo no me quedo,1.0,español_seguro,[],False,0
"Los apartamentos se ubican en una zona residencial por lo q necesitas coger el coche si vas al centro de Cordoba. [PERSONA] unos 10-15 minutos. Tienen una piscina maja para los peques y los adultos tambien tienen su huequito que cubre. No hay casi sombra natural ( solo disponen de varias sombrillas y tumbonas) y el césped es artificial. Por las tardes se está mejor porque el sol de Cordoba en verano azota sin piedad por la mañana... Con respecto a la comodidad del alojamiento, el complejo en sí al estar construido en una colina no lo es mucho, pues para alcanzar la piscina ( q está en el nivel 2) o para salir a la calle ( nivel 4) deberás recorrer pasillos, escaleras e incluso hacer algun cambio de ascensor, por lo q no lo recomiendo si vais con personas mayores o con problemas...",neutro,es,los apartamentos se ubican en una zona residencial por lo q necesitas coger el coche si vas al centro de cordoba tardas unos 1015 minutos tienen una piscina maja para los peques y los adultos tambien tienen su huequito que cubre no hay casi sombra natural  solo disponen de varias sombrillas y tumbonas y el cesped es artificial por las tardes se esta mejor porque el sol de cordoba en verano azota sin piedad por la manana con respecto a la comodidad del alojamiento el complejo en si al estar construido en una colina no lo es mucho pues para alcanzar la piscina  q esta en el nivel 2 o para salir a la calle  nivel 4 deberas recorrer pasillos escaleras e incluso hacer algun cambio de ascensor por lo q no lo recomiendo si vais con personas mayores o con problemas,1.0,español_seguro,[],False,0
Llegamos el día 3 de Junio de 2017 a los apartamentos. No llegamos a hacer uso de la habitación puesto que llegamos sobre las 19.30h. Se produjo un fuego en una habitación en el mismo pasillo. Abandonamos las instalaciones sobre las 21.00h debido a la cantidad de humo que aún quedaba en el pasillo [PERSONA] en ponerse e contacto conmigo a traves de mi teléfono o correo electrónico. He mandado un correo electrónico y no he tenido contestación. Me parece lamentable tratar así a unos clientes Atentamente un saludo,negativo,es,llegamos el dia 3 de junio de 2017 a los apartamentos  no llegamos a hacer uso de la habitacion puesto que llegamos sobre las 1930h se produjo un fuego en una habitacion en el mismo pasillo abandonamos las instalaciones sobre las 2100h debido a la cantidad de humo que aun quedaba en el pasillo quedaron en ponerse e contacto conmigo a traves de mi telefono o correo electronico he mandado un correo electronico y no he tenido contestacion me parece lamentable tratar asi a unos clientes atentamente un saludo,1.0,español_seguro,[],False,0
"En cuanto a ubicación era perfecto y aceptable en cuanto a calidad-precio. Por otro lado, nos encontramos con numerosos aspectos mejorables e inaceptables durante la estancia. Al entrar en la habitación, nos encontramos que el suelo estaba pegajoso y sucio en el lateral de una de las camas, pensamos que se debía a un refresco derramado y no limpiado por el personal del hotel. Además había manchas en las paredes, igualmente no limpiadas. Por no obviar, de que había [PERSONA]. Cuando abrí la cama (aparentemente echa) me encontré con pelusas, manchas y pelos (de zonas íntimas y capilares) por todos lados de las sábanas y almohada. Al decírselo al recepcionista, la solución fueron sabanas limpias, las cuales tuve que poner yo, y quitar yo las sucias. [PERSONA] nombrar que a las 2:30...",negativo,es,en cuanto a ubicacion era perfecto y aceptable en cuanto a calidadprecio por otro lado nos encontramos con numerosos aspectos mejorables e inaceptables durante la estancia al entrar en la habitacion nos encontramos que el suelo estaba pegajoso y sucio en el lateral de una de las camas pensamos que se debia a un refresco derramado y no limpiado por el personal del hotel ademas habia manchas en las paredes igualmente no limpiadas por no obviar de que habia humedades cuando abri la cama aparentemente echa me encontre con pelusas manchas y pelos de zonas intimas y capilares por todos lados de las sabanas y almohada al decirselo al recepcionista la solucion fueron sabanas limpias las cuales tuve que poner yo y quitar yo las sucias tambien nombrar que a las 230,1.0,español_seguro,[],False,0
"Hotel muy céntrico, justo enfrente de la Mezquita. El hotel cuenta con un precioso patio cordobés dónde se sirven los desayunos, comidas y cenas. Nos alojamos en media pensión, la comida era normal, platos típicos cordobeses que en media pensión eran normales pero no para abonar menú diario de 18 euros con solo 4 primeros y 4 segundos. La habitación limpia, acogedora y con amplia ducha. El primer día no tuvimos agua caliente por la tarde-noche pero sí al siguiente. La habitación daba al patio por lo que no puedes descorrer las cortinas ya que se ve todo desde fuera y para descansar después de comer o cenar es algo ruidoso ya que se oía el ajetreo de la cocina y los últimos clientes y camareros. [PERSONA] muy educado y amable, aunque se sirve lentamente debido a que hay pocos...",neutro,es,hotel muy centrico justo enfrente de la mezquita el hotel cuenta con un precioso patio cordobes donde se sirven los desayunos comidas y cenas nos alojamos en media pension la comida era normal platos tipicos cordobeses que en media pension eran normales pero no para abonar menu diario de 18 euros con solo 4 primeros y 4 segundos la habitacion limpia acogedora y con amplia ducha el primer dia no tuvimos agua caliente por la tardenoche pero si al siguiente la habitacion daba al patio por lo que no puedes descorrer las cortinas ya que se ve todo desde fuera y para descansar despues de comer o cenar es algo ruidoso ya que se oia el ajetreo de la cocina y los ultimos clientes y camareros personal muy educado y amable aunque se sirve lentamente debido a que hay pocos,1.0,español_seguro,[],False,0
"No puedo opinar sobre su restaurante, tampoco del hotel, mi opinión solo es por un simple bocadillo. El personal es muy amable en ese aspecto tampoco puedo decir nada malo. En la entrada anuncian, comida para llevar (take-away) y pedí un bocadillo de jamón para llevar. El pan, aparte de pequeño era un chicle blando y de lo peor que nadie puede imaginar, el jamón tampoco estaba bien, aunque no escatimaban en la cantidad. Lo peor de todo es que no se den cuenta que eso no se le puede ofrecer a nadie...por cierto después del primer mordisco, el maldito bocadillo fue directamente a la basura. Mi opinión la he escrito en frio, un día después, estaba demasiado cabreado para escribirla en el momento.",negativo,es,no puedo opinar sobre su restaurante tampoco del hotel mi opinion solo es por un simple bocadillo el personal es muy amable en ese aspecto tampoco puedo decir nada malo en la entrada anuncian comida para llevar takeaway y pedi un bocadillo de jamon para llevar el pan aparte de pequeno era un chicle blando y de lo peor que nadie puede imaginar el jamon tampoco estaba bien aunque no escatimaban en la cantidad lo peor de todo es que no se den cuenta que eso no se le puede ofrecer a nadiepor cierto despues del primer mordisco el maldito bocadillo fue directamente a la basura mi opinion la he escrito en frio un dia despues estaba demasiado cabreado para escribirla en el momento,1.0,español_seguro,[],False,0
"Ambiente muy acogedor y tranquilo, fresco y limpio. El camarero es muy amable y no para: está solo y se encarga de la sala. Probamos el menú: extremadamente caro para la cantidad y el sabor. Los platos son muy pequeños y muy poco elaborados (y los que tienen, porque de la mitad del menú no les queda a las 2 del mediodía...). No lo recomendamos.",negativo,es,ambiente muy acogedor y tranquilo fresco y limpio el camarero es muy amable y no para esta solo y se encarga de la sala probamos el menu extremadamente caro para la cantidad y el sabor los platos son muy pequenos y muy poco elaborados y los que tienen porque de la mitad del menu no les queda a las 2 del mediodia no lo recomendamos,1.0,español_seguro,[],False,0
"Fuimos a desayunar y espero que las críticas duras que les voy a hacer les ayuden a mejorar, porque podrían sacarle mucho más rentabilidad, todo el mundo entra creyéndose que lo que van a encontrar es igual de espléndido que el patio y no es así. El pan chicloso, otro quemado en los bordes. Al tomate le echan agua para abultar, el café malisimo. Entramos aquí porque no vimos otra cosa abierta y nos decepcionó bastante siendo un sitio bonito y cobrando casi 5 euros por desayuno, sinceramente esperamos más y más de la atención del personal. Que ya no quiero ni entrar a hablar de ello, prefiero pensar que todo el mundo puede tener un mal día.",negativo,es,fuimos a desayunar y espero que las criticas duras que les voy a hacer les ayuden a mejorar porque podrian sacarle mucho mas rentabilidad todo el mundo entra creyendose que lo que van a encontrar es igual de esplendido que el patio y no es asi el pan chicloso otro quemado en los bordes al tomate le echan agua para abultar el cafe malisimo entramos aqui porque no vimos otra cosa abierta y nos decepciono bastante siendo un sitio bonito y cobrando casi 5 euros por desayuno sinceramente esperamos mas y mas de la atencion del personal que ya no quiero ni entrar a hablar de ello prefiero pensar que todo el mundo puede tener un mal dia,1.0,español_seguro,[],False,0
"Tipico patio Cordobes con sus plantas y fuentes con el suelo enpedrado, tomamos unos cafes y disfrutamos de este ambiente Cordobes. Lo curioso es que el patio tiene aire acodicionado y un techo de sombreo.",neutro,es,tipico patio cordobes con sus plantas y fuentes con el suelo enpedrado tomamos unos cafes y disfrutamos de este ambiente cordobes lo curioso es que el patio tiene aire acodicionado y un techo de sombreo,1.0,español_seguro,[],False,0
"Lo mejor, es su situación y el personal. Las instalaciones están viejitas y hacen ruido. Los cojines de la cama, los pusieron el segundo día, y aunque estaban limpios, están desteñidos y viejos. En las fotos queda muy bien, pero allí, es justito. Un poco decepcionante. El desayuno se podría mejorar, un poquito mas de variedad. La terraza y la ubicación un 10.",neutro,es,lo mejor es su situacion y el personal las instalaciones estan viejitas y hacen ruido los cojines de la cama los pusieron el segundo dia y aunque estaban limpios estan destenidos y viejos en las fotos queda muy bien pero alli es justito un poco decepcionante el desayuno se podria mejorar un poquito mas de variedad la terraza y la ubicacion un 10,1.0,español_seguro,[],False,0
"Una pena horrible, íbamos caminando por las calles de Córdoba cuando nos invitan a entrar a un patio muy bonito y con música de ambiente estupenda, tras revisar la carta de la entrada decidimos entrar y sentarnos. Al visualizar la carta con el código QR ya nos tendríamos que haber levantado porque los platos que aparecían (con fotos) eran deprimentes, de turista 100 y en plan mal. Decidimos quedarnos no sé porqué y nos trajeron unos filetes empanados que la harina estaba separada del filete, que tenía pinta de ser de otro día, unos huevos fritos que estaban pasados y no podíamos mojar el pan y unas patatas fritas en aceite seguramente sin recambiar desde hacía bastante tiempo porque sabía a horror es. Es una pena que no cuiden un restaurante con un patio tan bonito y tan...",negativo,es,una pena horrible ibamos caminando por las calles de cordoba cuando nos invitan a entrar a un patio muy bonito y con musica de ambiente estupenda tras revisar la carta de la entrada decidimos entrar y sentarnos al visualizar la carta con el codigo qr ya nos tendriamos que haber levantado porque los platos que aparecian con fotos eran deprimentes de turista 100 y en plan mal decidimos quedarnos no se porque y nos trajeron unos filetes empanados que la harina estaba separada del filete que tenia pinta de ser de otro dia unos huevos fritos que estaban pasados y no podiamos mojar el pan y unas patatas fritas en aceite seguramente sin recambiar desde hacia bastante tiempo porque sabia a horror es es una pena que no cuiden un restaurante con un patio tan bonito y tan,1.0,español_seguro,[],False,0
"Hemos estado muy agusto.es sencillo pero muy servicial.ecekente ubicación e inmejorables vistas desde la terraza.habitación pequeña,limpia y comoda.tiene dos patios muy agradables para desayunar,comer....",neutro,es,hemos estado muy agusto es sencillo pero muy servicialecekente ubicacion e inmejorables vistas desde la terraza habitacion pequena limpia y comoda tiene dos patios muy agradables para desayunar comer,1.0,español_seguro,[],False,0
"Hotel pésimo con habitaciones anticuadas y sucias (tanto la mía como la de mi compañero de trabajo) El desayuno de pena, no nos dejaron entrar 3 minutos antes de la hora porque ""aún no estaba preparado""... El trato del personal en general malisimo en todo momento. [PERSONA] de educación y malas maneras. [PERSONA] ni yo ni mi empresa volveremos por ahí y las recomendaciones que hagamos serán negativas. Me he tomado la molestia de leer muchas de las opiniones puestas por otros huéspedes y cuando mucha gente distinta, de distinta procedencia y con distintos motivos para alojarse ahí, coincide en lo anteriormente comentado, será por algo... Es de esperar que el director del antro, en lugar de dedicarse a rebatir los cientos de comentarios negativos que le llegan, tome medidas para...",negativo,es,hotel pesimo con habitaciones anticuadas y sucias tanto la mia como la de mi companero de trabajo el desayuno de pena no nos dejaron entrar 3 minutos antes de la hora porque aun no estaba preparado el trato del personal en general malisimo en todo momento falta de educacion y malas maneras obviamente ni yo ni mi empresa volveremos por ahi y las recomendaciones que hagamos seran negativas me he tomado la molestia de leer muchas de las opiniones puestas por otros huespedes y cuando mucha gente distinta de distinta procedencia y con distintos motivos para alojarse ahi coincide en lo anteriormente comentado sera por algo es de esperar que el director del antro en lugar de dedicarse a rebatir los cientos de comentarios negativos que le llegan tome medidas para,1.0,español_seguro,[],False,0
"Teníamos reservada habitación días en agosto, la reserva estaba hecha desde hacía más de 15 días y no es hasta el mismo día de nuestra llegada un par de horas antes cuando nos informan por mail. En ningún momento se informa que el hotel esté cerrado y que trasladan a los huéspedes a otro hotel. Yo reserve este hotel porque en agosto y en Córdoba, la piscina desahoga. Nos trasladaron a otro que, a pesar de estar muy bien y ser de calidad similar, no tiene piscina y hemos tenido que pagar parking porque dada la ubicación de este nuevo hotel es muy complicado aparcar cerca. El Averroes está cerrado con cadenas, da la impresión que con obras, pasamos por los noche y está iluminado como si estuviera en funcionamiento. Ese mismo día intenté hacer una reserva y dejaba sin problemas...",negativo,es,teniamos reservada habitacion 2 dias en agosto la reserva estaba hecha desde hacia mas de 15 dias y no es hasta el mismo dia de nuestra llegada un par de horas antes cuando nos informan por mail en ningun momento se informa que el hotel este cerrado y que trasladan a los huespedes a otro hotel yo reserve este hotel porque en agosto y en cordoba la piscina desahoga nos trasladaron a otro que a pesar de estar muy bien y ser de calidad similar no tiene piscina y hemos tenido que pagar parking porque dada la ubicacion de este nuevo hotel es muy complicado aparcar cerca el averroes esta cerrado con cadenas da la impresion que con obras pasamos por los noche y esta iluminado como si estuviera en funcionamiento ese mismo dia intente hacer una reserva y dejaba sin problemas,1.0,español_seguro,[],False,0
Estoy con mi esposa en un viaje del inserso. Pues bien ponen dos botellas de agua por cada mesa de 10 personas y si se acaban se niegan a ponerte mas agua.Se puede ser mas cutre y desvergonzados?? A ellos una botella de agua les costará unos 25 céntimos como maximo. Pues eso imaginen como es el hotel,negativo,es,estoy con mi esposa en un viaje del inserso pues bien ponen dos botellas de agua por cada mesa de 10 personas y si se acaban se niegan a ponerte mas aguase puede ser mas cutre y desvergonzados a ellos una botella de agua les costara unos 25 centimos como maximo pues eso imaginen como es el hotel,1.0,español_seguro,[],False,0
"[PERSONA] una única noche, la recepción y el hotel en general muy anticuado, necesita una reforma urgente, la estética es pésima. Una pena, ya que la habitacion en la que me alojé era bastante amplia. El baño estaba reformado. El desayuno muy básico, nada reseñable.",neutro,es,estuve una unica noche la recepcion y el hotel en general muy anticuado necesita una reforma urgente la estetica es pesima una pena ya que la habitacion en la que me aloje era bastante amplia el bano estaba reformado el desayuno muy basico nada resenable,1.0,español_seguro,[],False,0
"[PERSONA] seis días alojada en el hotel.Tenía reserva de una habitación doble (era un viaje organizado del Inserso) y solicité si era posible pagar un suplemento para disponer de una habitación individual. Me asignaron una ""habitación"" que parecía un ""zulo"" pequeñísima y sobre todo oscura (la ventana daba a un patio de luces de 10m² aprox. con rejas, a una altura de 1m. aprox.). Eso sí, me cobraron un suplemento de 20 por noche que no se correspondía en absoluto con la habitación proporcionada. Uno de los días, al llegar al Hotel a las 8 de la tarde. me encontré con la habitación sin hacer. Durante cuatro días, avisé en Recepción que al espejo del baño le faltaban 2 de las 3 bombillas de que debería disponer (no es que estuvieran fundidas, es que no estaban las bombillas...)....",negativo,es,estuve seis dias alojada en el hoteltenia reserva de una habitacion doble era un viaje organizado del inserso y solicite si era posible pagar un suplemento para disponer de una habitacion individual me asignaron una habitacion que parecia un zulo pequenisima y sobre todo oscura la ventana daba a un patio de luces de 10m² aprox con rejas a una altura de 1m aprox eso si me cobraron un suplemento de 20 por noche que no se correspondia en absoluto con la habitacion proporcionada uno de los dias al llegar al hotel a las 8 de la tarde me encontre con la habitacion sin hacer durante cuatro dias avise en recepcion que al espejo del bano le faltaban 2 de las 3 bombillas de que deberia disponer no es que estuvieran fundidas es que no estaban las bombillas,1.0,español_seguro,[],False,0
"Mi estancia de 7 días en el hotel Averroes ha sido satisfactoria, Hotel de 3 estrellas que tiene lo que necesitas:, [PERSONA], a la entrada del centro histórico, limpieza correcta y amabilidad para cualquier duda que tengas, no tiene lujos, pero me he sentido bien, claro no tiene nevera ni una televisión más grande, para eso un hotel de más categoría, he usado 2 habitaciones la primera con los colchones mejores, el buffet no puedo opinar no lo he probado, hacer un comentario a la dirección del hotel que como las habitaciones son con llave, al llegar uno de los días nos encontramos la puerta abierta hasta la mitad, se supone que la camarera de limpieza al acabar, tiraría de la puerta y no se quedó cerrada y con la ventana abierta hizo corriente y se abrió, nos tranquilizar on...",neutro,es,mi estancia de 7 dias en el hotel averroes ha sido satisfactoria hotel de 3 estrellas que tiene lo que necesitas  ubicacion a la entrada del centro historico limpieza correcta y amabilidad para cualquier duda que tengas no tiene lujos pero me he sentido bien claro no tiene nevera ni una television mas grande para eso un hotel de mas categoria he usado 2 habitaciones la primera con los colchones mejores  el buffet no puedo opinar no lo he probado hacer un comentario a la direccion del hotel que como las habitaciones son con llave al llegar uno de los dias nos encontramos la puerta abierta hasta la mitad se supone que la camarera de limpieza al acabar tiraria de la puerta y no se quedo cerrada y con la ventana abierta hizo corriente y se abrio nos tranquilizar on,1.0,español_seguro,[],False,0
"Me hospedo en este hotel casi siempre que bajo a Córdoba, es un hotel sencillo y bastante cómodo. No está en el mismo casco antiguo pero andando se llega facilmente, además lo recomiendo para conocer las calles cordobesas. Lo recomiendo.",neutro,es,me hospedo en este hotel casi siempre que bajo a cordoba es un hotel sencillo y bastante comodo no esta en el mismo casco antiguo pero andando se llega facilmente ademas lo recomiendo para conocer las calles cordobesas lo recomiendo,1.0,español_seguro,[],False,0
"El servicio de limpieza y recepción muy bien, pero las cenas que servían por el inserto, debería mejorar. La ubicación bien, pues en Córdoba está todo cerca, además tiene una parada del autobús a menos de 25 metros.",neutro,es,el servicio de limpieza y recepcion muy bien pero las cenas que servian por el inserto deberia mejorar la ubicacion bien pues en cordoba esta todo cerca ademas tiene una parada del autobus a menos de 25 metros,1.0,español_seguro,[],False,0
"El personal de recepción no ponen ningún interés en atenderte como debieran, no sé si fue por ir con el Inserso pero la cena fue nefasta ya que la calidad era pésima, nosotros hicimos el viaje por nuestra cuenta y solo contratamos el hotel,",neutro,es,el personal de recepcion no ponen ningun interes en atenderte como debieran no se si fue por ir con el inserso pero la cena fue nefasta ya que la calidad era pesima nosotros hicimos el viaje por nuestra cuenta y solo contratamos el hotel,1.0,español_seguro,[],False,0
"Tanto el servicio como la recepción correctos y amables en el trato. Las habitaciones faltas de detalle y atención por parte de la dirección. El parking encontrándose el hostal en una avenida imposible para aparcar no es abusivo de precio. Y la ubicación aún un tanto alejada del centro es correcta dada la categoría y el precio del hotel. Del servicio de desayuno mejor no hablar escaso y sin ninguna oferta apetecible, nosotros el segundo día desayunamos ya fuera aún estando pagado el del hotel. Siendo un hotel aceptable yo creo que no repetiré.",negativo,es,tanto el servicio como la recepcion correctos y amables en el trato las habitaciones faltas de detalle y atencion por parte de la direccion el parking encontrandose el hostal en una avenida imposible para aparcar no es abusivo de precio y la ubicacion aun un tanto alejada del centro es correcta dada la categoria y el precio del hotel del servicio de desayuno mejor no hablar escaso y sin ninguna oferta apetecible nosotros el segundo dia desayunamos ya fuera aun estando pagado el del hotel siendo un hotel aceptable yo creo que no repetire,1.0,español_seguro,[],False,0
"La localización, mala. Esta lejos de todo. No tiene buen servicio de autobus.Lejanía y desinteres en recepción, El bufet libre de desayuno, penoso. La habitación, triste y fria. Las cenas del Inserso, ( no sé si eran igual las de otros huespedes ), muy escasas y poco apetitosas. No lo recomiendo. Nunca pagamos tanto por tan poco",negativo,es,la localizacion mala esta lejos de todo no tiene buen servicio de autobuslejania y desinteres en recepcion el bufet libre de desayuno penoso la habitacion triste y fria las cenas del inserso  no se si eran igual las de otros huespedes  muy escasas y poco apetitosas no lo recomiendo nunca pagamos tanto por tan poco,1.0,español_seguro,[],False,0
