,title,rating,review_text,location,hotel,label
1672,Un camarero insolente  y mal encarado estuvo a punto de arruinar un magnífico día de comida familiar.,1,"Fuimos en familia a ver la Alhambra y decidí darle un homenaje a mis padres y amigos invitándoles a comer en el restaurante del Parador de Granada. La visita se alargó debido a que las entradas las teníamos a las 14:30 para los palacios nazaríes y me llamaron del restaurante para avisarme que mi reserva caducaría a la 15:30 que cerraban cocina. Aligéranos todo lo posible la visita y cuando llegamos un camarero poco formal, maleducado y con malas maneras nos dijo que al haber llegado tarde no se nos daría de comer, entendí las razones pero no las formas, impropias de un trabajador de cara al público y de un lugar como paradores donde siempre nos han tratado con exquisita cortesía y educación. Pedimos disculpas y facilite mi tarjeta para que me hiciesen el cargo correspondiente…",Granada_Province_of_Granada_Andalucia,Parador_de_Granada,0
1673,Habitación de 3 estrellas,1,"El hotel y las zonas comunes están muy bien y el servicio es amable. La pena es que las habitaciones no corresponden a la categoría del hotel; descuidadas y pobremente decoradas, al menos las normales (no sé cómo serán las de categoría superior).",Granada_Province_of_Granada_Andalucia,Alhambra_Palace_Hotel,0
1674,Abusivo,1,"Fuimos a hospedarnos pues me pareció un hotel especial para una noche especial que es lo que buscaba con mi mujer, de especial no tiene nada, mucha apariencia de hotel de lujo de hace 40 años pero ni el personal agradable ni la habitación propia de un 5 estrellas., habitación helada que lo dije y en un hotel que se supone que tiene esa catalogación no había ni un misero edredon/ colcha en el armario, ora apagar y encender luces había que levantarse de la cama, y para rematar vamos a desayunar que nos cobran 20€ por cabeza, excesivo para lo que hay para elegir y tomar, pero ya el remate son los 4€ por un café solo en cafetería, y eso de que está expuesto en las cartas como he leído por ahí, de eso nada en nuestra mesa no había más que un cenicero usado con bastantes colillas, en…",Granada_Province_of_Granada_Andalucia,Alhambra_Palace_Hotel,0
1675,Cafeteria: el precio va a espantar el turismo,2,"No se puede negar que el sitio es inigualable, pero un café a 4 euros es excesivo. Además, hacía bastante calor y no se notaba la climatización. El lugar es privilegiado, la decoración preciosa, los sillones muy cómodos, y las vistas también, pero esos precios van a acabar con lo que atrae el turismo: Buen servicio a precio atractivo",Granada_Province_of_Granada_Andalucia,Alhambra_Palace_Hotel,0
1676,Decepcionada,1,"Me he acercado a ver el hotel porque estoy buscando sitio para celebrar mi boda y me he ido con muy mala sensación. Aunque sea un 5* deberían replantearse el precio del café porque me ha parecido un abuso pagar 4€ por un café normal, tan solo era descafeinado con leche. Entiendo que un hotel de 5* debe tener precios más altos por la categoría pero todo tiene que tener su limite y esto no es razonable.",Granada_Province_of_Granada_Andalucia,Alhambra_Palace_Hotel,0
1677,Muy bello edificio,3,El lugar esta excelentemente bien ubicado muy cerca del monumento Es un lugar muy bien cuidado Los servicios son buenos la comida regular Los meseros atentos Le dieron un golpe a mi coche La habitacion es pequeña y no tiene ninguna vista solo en la terreza hacia la ciudad,Granada_Province_of_Granada_Andalucia,Alhambra_Palace_Hotel,3
1678,Experiencia en el hotel ,1,"El hotel Alhambra Palace me parece no corresponde el valor pagado vs la calidad ofrecida. Suites muy feas, de mal gusto, diseñadas con un estilo clásico pero sin comodidad. El cuarto principal ubicado sin ninguna ventana. Las ventanas son para la sala, toallas y baños muy feos. Igual Que lencería vieja. Por €400 la noche muy costoso vs recibido. El Restautante es lo Único rescatable del hotel La Verdad no recomiendo este hotel Para nada,  es mejor ubicarse en un hotel más económico pero que sabes que recibes  ",Granada_Province_of_Granada_Andalucia,Alhambra_Palace_Hotel,0
1679,Le falta para ser 5 estrellas,3,Mucha diferencia entre habitaciones. Hay algunas que no son de 5 estrellas. Mucho ruido del personal de limpieza y mantenimiento procedente de los pasillos. El edificio es precioso y el desayuno muy bueno,Granada_Province_of_Granada_Andalucia,Hotel_Palacio_De_Santa_Paula_Autograph_Collection,3
1680,COMIDA DE EMPRESA ESCASA Y MEDIOCRE EN CALIDAD.,1,"Hoy, hemos comido (por decir algo) en este hotel. Excepcional el sitio, precios, los camareros han empezado a servir la copa de bienvenida de forma profesional, sin parar de traer bebidas y atentos, las tapas de la copa de bienvenida, aunque escasas, eran de calidad, sobre todo la roca de bacalao, excepcional. Pero cuando hemos subido al comedor, la cosa empezó a flaquear: - Ensalada de pollo, unas hojas de rúcula y canónigos con unas gotas de salsa  de mostaza (la salsa estaba muy buena) sobre un trozo circular de una mezcla entre pechuga y nugets que no se sabía si estaba asada o cocida y sin ningún sabor, además escasa.  - trozo de presa de cerdo con espuma de patata y .... La carne dura, seca y pasada, te la comes porque tienes hambre. - Postre riquísimo, sobre todo el…",Granada_Province_of_Granada_Andalucia,Hotel_Palacio_De_Santa_Paula_Autograph_Collection,0
1681,Servicio impropio de un 5 estrellas,3,"Me aloje con mi pareja el pasado fin de semana, hicimos el check in a las 21 h del viernes 17-02-19. La chica de recepción nos dedicó un minuto para hacer el check in, ni nos preguntó si queriamos un mapa o información del hotel, tampoco nos ofreció el Wifi.Un servicio bastante pobre.A la mañana siguiente fuimos a preguntar sobre la ciudad y sitios donde comer y ver flamenco, nos señalaron dos calles para comer y nos sacaron flyers para ver flamenco. Si nos acercamos a recepción es para que nos recomienden sitios especiales y tipicos, ya que para que me enseñen flyers lo puedo consultar en Internet. A pesar de la mala atención,  las habs són limpias y espaciosas.",Granada_Province_of_Granada_Andalucia,Hotel_Palacio_De_Santa_Paula_Autograph_Collection,3
1682,En decadencia,2,Mal servicio. El personal que atiende en recepcion esta sin formacion y no tiene la minima disposicion para hacer sentir al huesped confortable.  Las habitaciones del hotel no son grandes (ni siquiera las superiores) y al hotel le falta gracia y vida. Seguro hay mejores opciones en esta franja de precios y categoria. ,Granada_Province_of_Granada_Andalucia,Hotel_Palacio_De_Santa_Paula_Autograph_Collection,0
1683,Almuerzo de empresa.,2,"Sé que hoy día están de moda las ""pollaicas"" de ahí a que en el menú ofertado (todo muy pomposo) parezca algo extraordinario. Al final te llegua a la mesa una MINIATURA que en nada tiene que ver con lo ofertado. Por ejemplo, croqueta de... Pues bien te ponen una croquetilla super minúscula, parecía la cría de una croqueta, además insípida. Una ensalada de gambas de Motril increíblemente ridicula, una tostadita de 1'5 CMS de diámetro con una salsa de vete tú a saber y un pegotillo de ¿crema? de algo del tamaño de un botón de camisa. Cómo para no repetir.",Granada_Province_of_Granada_Andalucia,Hotel_Palacio_De_Santa_Paula_Autograph_Collection,0
1684,Dudo que vuelva,2,"A la llegada nos atendió la recepcionista que nos explicó muy por encima todo, nos ofrece una plaza de parquing pequeña si el coche es pequeño. Le decimos que si pensando que la plaza de parquing entraba en la estancia, ya que en ningún momento la recepcionista nos explicó que habia que pagar 19,20€ por día. Cuando nos pidió la matricula del coche para añadirla a la factura preguntamos que si había que pagar y nos dijo que si. Nos pareció caro, por lo que le dijimos que nos lo pensaríamos. Se enfadó mucho, de malas maneras nos dijo que solo le quedaba esa plaza y que a ella le daba igual pero que no encontraríamos donde aparcar. Por lo que nuestra estancia ya empezó torcida. Y por supuesto que encuentras donde aparcar. Por suerte el personal que nos atendio tanto en el buffet…",Granada_Province_of_Granada_Andalucia,Hotel_Alixares,0
1685,Para no volver ,1,"Lo único a favor es su ubicación, venimos viajando por Andalucía y toca Granada, llegada y no dan cenas , carta cutre y mal hecha de la barra del bar, camareros desganados, la habitación el aire acondicionado apenas funciona, lo comento en recepción y no hacen nada, incluso le dicen a nuestro en recepción que habrá la ventana, la señal de tv no va bien y comentando con otro Cliente nos dice lo mismo , la taza del baño está en una esquina y contra la pared tienes que hacer tus necesidades de costado sino te das con la pared en la cara. En resumen las cuatro estrellas son regaladas a nuestro entender. ",Granada_Province_of_Granada_Andalucia,Hotel_Alixares,0
1686,Llevo un día y ya estoy deseando irme,2,"La Recepción muy poco profesional, parking caro y no te dan opción a pagar un día y buscar otra cosa, te obligan a hacerlo por la estancia completa y decidir en ese mismo momento., en el restaurante esperamos una eternidad para que nos tomarán nota, después para que nos trajeran la bebida al reclamarle que aún no había traído nada nos dice que son solo dos personas ( cosa que no es mi problema, doy cliente, pago que quiero un servicio adecuado) que le dan preferencia a barra, sala y después terraza (cosa que no está indicada en ninguna parte, por supuesto) la información al llegar escasa, por decir algo. Una de las habitaciones no le funciona el aire acondicionado, nos dicen que vendrán mañana. Ya veremos , porque aún estoy aquí. Me temo que no será este comentario la única…",Granada_Province_of_Granada_Andalucia,Hotel_Alixares,0
1687,Objetivo,3,"Teniendo una excelente ubicación si vas con intención de visitarla Alhambra y sus alrededores, tengo que decir que hemos ido un matrimonio con un niño y hemos visto que a la hora de cenar,nos hemos encontrado con una carta de Sandwich, pizza y hamburguesas que preparaban los camareros de la cafetería en el momento sin encontrarnos con un comedor y una cocina habilitada para las cenas.     Los camareros que nos hemos encontrado (Miguel y Pepe), con bastante desgana para trabajar y poca empatía con el cliente.   Por el contrario tanto el personal de recepción y el camarero de la piscina (Javi) excelente.Muy agradables y molestándote mucho por el cliente.   En general buenas instalaciones.   Recomendable para estancias cortas",Granada_Province_of_Granada_Andalucia,Hotel_Alixares,3
1688,Para no volver,1,"El Hotel aceptable. Lo cogimos porque era de los pocos hoteles con piscina y cerca de la Alhambra pero la piscina no tiene ningún control sanitario, no hay nadie que controle que las personas cumplan con las normas de la piscina, había personas que se bañaban vestidas… A comunicarlo en recepción no nos han hecho ningún caso. Lamentable servicio",Granada_Province_of_Granada_Andalucia,Hotel_Alixares,0
1689,Bien pero….,2,"Pagamos por un suplemento de bienvenida Narzarí que al llegar al hotel no estaba preparado, solo una caja de bombones Nestlé de 4€, fuimos a la piscina y a la vuelta estaba la botella de cava de no más de 5€ la botella, los pétalos de rosa no aparecieron nunca. Supongo que estarían desbordados porque había bastantes huéspedes.",Granada_Province_of_Granada_Andalucia,Hotel_Alixares,0
1690,Chasco,2,"Atención de recepción deja mucho q desear. Llegas y resulta q te cobran 19,30€ por día para poder dejar el coche en su parking y si no tienen, q por lo q veo es lo habitual, te toca aparcar en el parking de la Alhambra, q esta cerca ( 4 minutos andando) , y te cobran lo mismo…. Cerca cero sitios para aparcar sin tener q pagar.  En la tv apenas podíamos ver canales, tele 5 y 4, los canales secundarios de Atresmedia y de mediaset todos se ven cortados, eso si, los extranjeros todos perfectos, ole por vosotros 👏🏼👏🏼.  Colas en recepción de 7 personas y 3 personas dentro de recepción pero solo atendiendo 1 😂😂, de locos. Nunca pongo opiniones aquí pero en este caso me han tocado bastante los coj….. Ah! Y la piscina es mucho más pequeña de lo q parece en las fotos y las vistas…",Granada_Province_of_Granada_Andalucia,Hotel_Alixares,0
1691,Aceptable,3,"Pasamos cuatro días en este hotel. La estancia fue agradable, sin más, nada destacable, aunque algunas cosas no me gustaron demasiado.  Para empezar, habíamos reservado una habitación familiar y nos dieron una habitación doble con dos camas supletorias, que no se parecía para nada a las fotos que vimos al reservar.  El hotel anuncia que tiene parking pero realmente lo que te ofrecen es el parking de la Alhambra, que es carísimos (19€ / día). No te queda más remedio que cogerlo porque no hay otro sitio dónde dejar el coche allí, pero el precio me parece exagerado. La piscina tenía horario limitado a causa de la COVID (normal) y había que reservar. Por esa parte ninguna queja. Pero me pareció que los protocolos de limpieza eran flojos (el socorrista se limitaba a espolvorear las…",Granada_Province_of_Granada_Andalucia,Hotel_Alixares,3
1692,Camino Almuñecar,2,"El hotel, para bajarse y dejar las maletas es un suplicio, no hay sitio en ningún sitio para dejar el coche, como sabiamos ese problema me fui a la parte de atrás, donde está el garaje y mi mujer se bajo para hacer el checking, el de la recepción somos clientes platino desde hace 7 años, y se lo dijimos y seguía con una desconfianza que no entendí. Estando el hotel casi vacío, nos dan una habitación en 1 planta, vistas al parque una zona abierta, pero en primera planta, pueden tener un poco de vista y dar una habitación mas alta, al final nos la cambiaron",Granada_Province_of_Granada_Andalucia,Senator_Granada_Spa_Hotel,0
1693,Hotel SPA sin SPA!,1,"DECEPCIÓN TOTAL!  Llegamos el primer día, un domingo por la tarde. La habitación olía  mucho a tabaco,al pasar el día siguiente si pasó el olor. Pero era muy desagradable el llegar y bofetada de tabaco, llegamos cansado y no dijimos nada.    Bueno lo más importante, cuando hicimos el Check in nos enteramos que el spa no se abría hasta el finde. Información que no se nos comunicó a la hora de hacer la reserva. Según ellos está escrito. Sí descubrimos que estaba escrito, pues tienes que leer las letras pequeñas de un texto que hay que desglosar y en el penúltimo párrafo queda reflejada dicha información. Una información que hay que tener en cuenta a la hora de reservar ya que el hotel se llama SENATOR SPA.  Una DECEPCIÓN, pues elegimos ese hotel que no es céntrico para relajarnos…",Granada_Province_of_Granada_Andalucia,Senator_Granada_Spa_Hotel,0
1694,Personal antipático,2,"Hotel un poco apartado. Parking de pocas plazas y siempre lleno. Personal de recepción antipático y con pocas ganas de trabajar.  No volveré a este hotel. Esta apartado de todo, supermercado a 400m. El hotel carisimo en desayunos y a día de hoy no. Ofrecen ni comidas ni cenas. Un desastre para ser 4 estrellas.",Granada_Province_of_Granada_Andalucia,Hotel_Los_Angeles_Spa,0
1695,Espero que nunca nadie les haga lo mismo a ellos,1,"Poco profesionales, es lo primero que se me viene a la cabeza. Poco humanos y cero empatía. Reservé una noche mediante Smartbox y, en vez de poner de este sábado al domingo me equivoqué y puse de viernes a sábado. Aparecimos hoy sábado creyendo que la reserva era hoy y nos dicen que no, que fue ayer. Se hace el silencio. Nadie me llamó ayer para avisarme de ninguna reserva. Le preguntamos al hombre de la recepción (un hombre calvo con gafas) si tienen habitaciones para hoy y nos dicen sí, 120€. Osea, se han quedado con los 100€ de nuestra reserva de Smartbox y encima nos querían sacar otros 120€ más. Si uno fuera humano y tuviera un poco de sensibilidad y profesionalidad habría comprendido nuestro error al reservar y nos hubiera hecho el favor de meternos hoy, ya que tienen…",Granada_Province_of_Granada_Andalucia,Hotel_Los_Angeles_Spa,0
1696,Un fracaso,1,"En Mi opinión es un hotel con buenas instalaciones pero muy dejado. Desperfectos en las habitaciones ( losa de la pared del baño sueltas, grietas de 1 cm en el parquet, muebles deteriorados, almohadas que son piedras, parking carísimo 16,50 euros día y lo peor de todo el desayuno. 12 euros y no hay de nada. No creo que merezca hoy por hoy las 4 estrellas.  En la foto se ve todo lo que hay de desayuno, caliente nada una clase de zumo malísimo y pastas de un día para otro y de mala calidad.  Lo único que vale la pena es el personal y la piscina que aunque sea pequeña y no disponga de espacio suficiente para semejante hotel, la disfrutemos bastante.",Granada_Province_of_Granada_Andalucia,Hotel_Los_Angeles_Spa,0
1697,El peor desayuno en mucho tiempo.,3,"Una pena. Alojamiento bien, personal bien, spa bien, pero desayuno mal. Pan sin tostar, traen la mitad de lo pedido, Y lo peor de todo mucho descontrol y mala atención. La gente de recepción y de spa de maravilla",Granada_Province_of_Granada_Andalucia,Hotel_Los_Angeles_Spa,3
1698,Fin de semana,1,"Mal servicio mala limpieza y trabajadores con poca prefesionalidad, no lo recimiendo. en la terraza de mi habitacion habia hasta chapas de cerveza una pena, lo unico bueno que esta cerca del centro. No merece 4 estrellas",Granada_Province_of_Granada_Andalucia,Hotel_Los_Angeles_Spa,0
1699,Necesidad de una renovación,3,"Evidentemente no todas las habitaciones pueden tener las vistas y la presentación que aparece en su web, pero es normal el desencanto cuando te encuentras una habitación así de distinta. Creo que es necesario hacer un lavado de cara, y mantenimiento, a esta parte menos llamativa del hotel (las mesas y sillas del balcón en un estado bastante descuidado, apliques caídos... no da buena imagen) La habitación tenía como apliques de cama dos plafones de techo, que en esa posición deslumbraban y apenas salía agua caliente en la bañera (un punto bastante incómodo es que no hubiera soporte en la pared para la alcachofa, obligándote a sujetarla con una mano para ducharte). Las zonas comunes del hotel muy llamativas, y no llegué a entrar a la zona de la piscina. El personal correcto en…",Granada_Province_of_Granada_Andalucia,Hotel_Los_Angeles_Spa,3
1700,Turista,3,"Necesita mejorar un poco más las instalaciones ,la decoración del hotel preciosa pero para mi gusto le falta reformar un poco más las habitaciones y en nuestra habitación el aire no funcionaba y el parking es carísimo .  ",Granada_Province_of_Granada_Andalucia,Hotel_Los_Angeles_Spa,3
1701,Nefasto,1,"Hemos estado alojados en este hotel dos noches con mi hija de dos años, cogimos media pensión para poder cenar con la niña en un sitio cercano sin movernos y nuestra sorpresa fue cuando mandé un mail al hotel el día anterior para confirmar si el gimnasio iba a estar disponible por el Covid-19, nuestra sorpresa fue que tanto el spa como el gimnasio no están disponibles, algo entendible. A la llegada nos informaron también que para hacer uso de la media pensión que habíamos contratado teníamos que ir andando a otro hotel que está como a 20 minutos andando, solo se puede desayunar y a la carta, lo que en realidad es que te ponen un café con unas tostadas y andando. Otra sorpresa que nos llevamos el segundo día fue cuando llegamos al restaurante del otro hotel, está cerrado y no…",Granada_Province_of_Granada_Andalucia,Hotel_Los_Angeles_Spa,0
1702,Un poco decepcionante,2,"Me lo esperaba bastante mejor. En la página de reservas y del propio hotel lo pintaban bastante mejor. En mi caso soy atleta y tengo varias competiciones en las semanas próximas, busqué hotel que tuviera gimnasio disponible porque mi entrenamiento así lo precisa. Era un requisito que buscaba y por ello decidí reservar, mi sorpresa al llegar era que el gimnasio no estaba disponible por la situación actual, lo cual comprendo. La respuesta del personal fue que había que actualizar la página web. Lo mismo digo del supuesto parking, que resulta costar casi 17 euros al día. Creo que son cosas que hay que especificar cuando vendes un producto. No hemos quedado para nada contentos. ",Granada_Province_of_Granada_Andalucia,Hotel_Los_Angeles_Spa,0
1703,Finde,3,"Hotel en buen sitio,la recepción muy amable y nos explicaron muy bien,la cafetería muy bien y también muy amables,el hotel tiene falta de un lavado de cara la cama muy bien cómoda y curiosa ,el baño muy amplio pero la ducha nefasta el agua solo salía caliente no se podía regular y la puerta del plato de ducha mal sellada y se ponía el cuarto baño perdió.lo único que si solo lo quieres para descansar y ducharte y echar el día por Granada está bien por el precio.",Granada_Province_of_Granada_Andalucia,Hotel_Los_Angeles_Spa,3
1704,Aceptable,3,"Estuvimos de visita en Granada junto con otras dos familias de amigos desde el viernes hasta el domingo al mediodía. El hotel, pese a ser de 4 estrellas, fue un poco ""decepcionante"".  Te dicen que dispone de parking privado que no puedes reservar al hacer la reserva del hotel ya que está sujeto a disponibilidad a la llegada y cuando llegas te encuentras con que dispone solo de 6 plazas de aparcamiento (los coches que entran en el espacio que hay desde la acera hasta la puerta del hotel con lo cual es un milagro aparcar) y te tienes que buscar la vida en la calle para aparcar en una zona complicada. El servicio de recepción es muy amable y la habitación era muy grande. El baño era muy curioso porque estaba dividido en dos partes separados por una puerta. En una parte estaba el…",Granada_Province_of_Granada_Andalucia,Hotel_Los_Angeles_Spa,3
1705,Me desilusionó!,2,"Estuvimos en el puente de octubre alojados para dos noches. Reservamos las habitaciones panorámicas con vistas a la Alhambra, pero nos decepcionamos un poco. La habitación, pese a ser moderna, estaba algo sucia. El suelo sin barrer y lo recalcó, porque se veía bastante. Es una pena que la limpieza no sea buena, ya que la decoración de las habitaciones no es mala. La terraza en mi caso era grande, ya que pertenecía a la habitación esquinera, buenas vistas del casco antiguo (venden vistas a la Alhambra, pero se ve un trocito de torre bastante reducido), aún así tenía buenas vistas.  Tienen serios problemas de olores en la terraza de la habitación (olor a fritanga), recepción y pasillos, lo recalco porque huele muchísimo, se hace bastante molesto. El desayuno tipo buffet, justito…",Granada_Province_of_Granada_Andalucia,Hotel_Comfort_Dauro_2,0
1706,Poca cosa,2,"A favor tengo que decir que la ubicación es buena, y es modernizo, pero... Limpieza muy pobre, hacen la cama, cambian toallas y poco mas.  Nuestra habitación era ático con terraza con vistas panorámicas a la Alhambre.... bueno, véase la foto. Terraza de uno por uno, con paredes de 2 metros, para tener vistas tenias que subirte a la silla.  Para lo que es el hotel el precio algo excesivo, 250€ dos noches, con desayuno.  En fin, no repetiria",Granada_Province_of_Granada_Andalucia,Hotel_Comfort_Dauro_2,0
1707,Hotel Arabeluj,1,"Hotel que engaña a sus clientes. Habitaciones pequeñas, fotos que muestran una terraza con unas vistas preciosas a la Alhambra, pero es una terraza con capacidad ínfima. Dicen tener parking gratuito, aunque el parking ni es suyo,ni tiene capacidad para más de 5 coches. En la recepción del hotel, me aseguraron que no había problema si cancelaba, ya que no tenía donde aparcar, y que ellos se encargaban, finalmente cancelaron aludiendo que no me había presentado y se cobraron la habitación por la cara.",Granada_Province_of_Granada_Andalucia,Hotel_Arabeluj,0
1708,Un quiero y no puedo a precio de Hotel superior,1,"Empezamos mal, con un engaño. No tiene parking, a pesar de que lo pone en la descripción (dicen que lo ""tienen que borrar""). Te obligan a aparcar en una cuneta de la carretera porque apenas hay plazas delante del hotel, y están siempre ocupadas.   La ducha daba rechazo utilizarla con una puerta parecida a una cabina telefónica de las de antes. Ni siquiera nos pusieron una triste pastilla de jabón a nuestra entrada (ni la repusieron después, no fue un despiste), sólo un gorro de ducha y un cepillo dental (para 2). No tienen secador de pelo.   El desayuno muy pobre, se acababan en seguida las existencias, no tenían casi variedad y escaseaban lo máximo con el tomate para las tostadas (nos lo untaron ellos en la barra de pan uno de los 2 días, ""reutilizando"" un pan que había…",Granada_Province_of_Granada_Andalucia,Hotel_Arabeluj,0
1709,Bello Granada.,3,"Normalmente siempre me gusta leer los comentarios de turistas,vi buenos comentarios y reserve,no me equivoqué. Es un hotel céntrico eso me encantó. Tiene varias salas de descanso. Sus habitaciones son amplias,la primera noche vi que no funcionaba bien la calefacción lo comenté y quedó todo bien . La atención fue excelente. Un hotel muy limpio y su internet muy bueno,sin ningún costo. Ahí el problema es llegar en carro pero bueno llegamos,entregamos las llaves y se encargaron de llevar al parqueo. El parqueo hay que pagar,no está incluido. El sr encargado del carro excelente nos dio muchos tips para coger bus a los palacios etc. La recepcionista también muy simpática. El desayuno me gusto mucho,ponen hasta torta española,el café es muy bueno,panes,yogurt,jamones,queso,pero no…",Granada_Province_of_Granada_Andalucia,Hotel_Anacapri,3
1710,"Buen servicio, pésimo acceso",3,"El servicio y la ubicacion son formidables. Si vas en tu coche te recomiendo que busques otro hotel. Seguí todas sus instrucciones para aparcar en un parking asociado y al final.. multazo. Casi imposible acceder a la zona sin ser multado.. vivo en Madrid y estoy mas que acostumbrado a circular y aparcar con restricciones.. pero allí está mal indicado y al final acabas pisando, aunque sea 20 metros un carril no autorizado. Te dicen que al tener reserva estas autorizado pero al final te la comes. Lastima porque el hotel está bien.",Granada_Province_of_Granada_Andalucia,Hotel_Anacapri,3
1711,"Buena Ubicación, buenas instalaciones, pobre desayuno...",3,"El titulo resume bastante bien mi experiencia en el hotel. Muy buena ubicación, muy cerca de la zona centrica de Granada, a menos de 10 minutos andando de la catedral y en una zona con una amplia variedad de restaurantes.   Las instalaciones son bastante correctas, nuevas y bien decoradas, aunque por ejemplo partes como el gimnasio las tengan cerradas. Excusa COVID, lo cual no lo entiendo dado que otros hoteles consiguen mantener el gimnasio abierto, manteniendo la seguridad del mismo.   Respecto al desayuno, el tema COVID de igual forma hace que los desayunos sean bastante más ""escuetos"", un par de platillos de embutido, el zumo bajo petición, los huevos se reducian a un simple tortilla francesa echa con mucha antelación...",Granada_Province_of_Granada_Andalucia,Eurostars_Puerta_Real,3
1712,Poca seriedad,1,"Aunque me aseguraron que se harian cargo de una multa de tráfico al entrar con nuestro coche a zona reservada, para ir a su parking, la multa la he pagado yo. Ahora no se hacen responsables. El caso es que aducen que nadie del ayuntamiento de Granada se puso en contacto con el hotel. No lo entiendo. Ya les informamos nosotros. ¿Qué más querían?",Granada_Province_of_Granada_Andalucia,Eurostars_Puerta_Real,0
1713,Justito....para ser de la cadena Eurostar,3,"Tras visitar varios hoteles de la cadena Eurostar, este desde luego lo considero inferior con el resto, quedandose justito en los standares de la cadena Eurostar.  Alojado en la habitacion 101, dimensiones muy, muy reducidas, eso si todo limpio. La zona habilitada para los deyunos, extremedamente pequeña, para los clientes, que cuando se congregaban mas de 4 o 5 personas, estos se molestaban entre si, a la hora de recoger los alimentos u otros utensilios. El personal de la recepcion bien, muy amables.  Quizas por buscar una explicacion, será que es un edificio en zona centro, y quizas, hayan querido rentabilizar el espacio, con muchas habitaciones y espacios reducidos.",Granada_Province_of_Granada_Andalucia,Eurostars_Puerta_Real,3
1714,ES UN 3 ***,2,"Este hotel se presenta como un hotel de 5 estrellas. Sin embargo, cuando entramos nos damos cuenta de que realmente es un 3 *** (si llega): la habitación es demasiado pequeña para un hotel de 5 *****, tiene el suelo de moqueta, lo que con la situación sanitaria que estamos viviendo, no es muy buena idea (y sin ella tampoco). Se nota que el hotel ha sido reformado. Sin embargo, el baño huele a cañerías. En cuanto a la limpieza, da mucho que desear. Nos encontramos pelos en la bañera nada más llegar.  Es demasiado caro para lo que realmente es.  Como punto positivo, destaco su terraza-mirador con vistas a la Alhambra y a la Catedral de Granada. Me esperaba mucho más de un Eurostars.",Granada_Province_of_Granada_Andalucia,Eurostars_Gran_Via,0
1715,Necesita mejorar ,3,El desayuno que ofrecen con la excusa del Covid no está a la altura ni de un 3 estrellas. Es mejor no ofrecer el servicio que dar eso y al precio de siempre. Un robo.  La moqueta nunca es buena opción en un hotel. Para mí no es un 5*. La Ubicación sí es excelente ,Granada_Province_of_Granada_Andalucia,Eurostars_Gran_Via,3
1716,Viaje de empresa ,3,"Lo primero que hay que decir de este hotel es que no es un 5 estrellas, seria un 4 estrellas por varios detalles como:  1-Atención del personal demasiado amigable. Poco resolutivo. 2-No te facilitan albornoz ni zapatillas para el baño. 3-Amenities escaso 4-No hay botella de agua de cortesía. 5-Lobby muy pequeño, incomodo y ruidoso. Dejando a parte esta apreciación que hace que el cliente se hospede con unas expectativas elevadas , el hotel esta bien situado, las habitaciones de tamaño normal están limpias y el desayuno es bueno.  ",Granada_Province_of_Granada_Andalucia,Eurostars_Gran_Via,3
1717,No tan buen experiencia,3,"Viajamos mi marido y 3 hijos de 14, 11 y 5 anios. Estabamos en auto y fue imposible llegar al hotel ni siquiera llamando 2 veces para que nos den indicaciones. El gps te manda por una calle que no se puede pasar. El hotel queda en una zona de calles muy angostas donde en algunas ni siquiera pasa un auto grande. Estacionamos el auto en el parking mas cercano a 10 min caminando del hotel y nos tomamos un taxi. El mismo taxista nos dijo que es imposible manejar en el zona si no sos local. Llegamos a la recepción cansados y estresados y nos enteramos que nuestro departamento quedaba a 150m en un tercer piso por escalera, sin opción de ascensor ni alguien que te ayude a subir el equipaje. El departamento era amplio, limpio y bien equipado. Poca luz natural y la artificial muy lugubre…",Granada_Province_of_Granada_Andalucia,Shine_Albayzin,3
1718,Económico y ubicación perfecta,3,"Me he alojado una noche con mi familia y debo destacar su limpieza, precio y, sobre todo ubicación, en plena Plaza del Carmen en la zona de tapeo y al ladito. Como punto menos positivo debo indicar que las habitaciones no están insonorizadas del todo, si bien yo dormí perfectamente porque estaba muy cansada. A mí no me pareció gran problema. Por lo demás, buena elección.",Granada_Province_of_Granada_Andalucia,Nest_Style_Granada,3
1719,Decepcionante,1,"La insonorización del lugar era nula, por lo que era muy difícil dormir por la noche. Me gustaría también destacar que en nuestra habitación (207) se filtraba humo, probablemente de otros huéspedes (a pesar de que en teoría está completamente prohibido). Tuvimos un problema bastante grave ya que un chico de recepción le dio una de nuestras bolsas por equivocación a otro huésped después de hacer el check out. Entendemos que no había ninguna responsabilidad legal por parte del establecimiento pero en cuanto llamamos al darnos cuenta de lo sucedido, nos insistieron en que volviésemos inmediatamente para darles la bolsa del otro cliente, ya que no querían pagarle el contenido de la bolsa que teníamos nosotros por su culpa (siendo casi las 12 de la noche y estando en otra ciudad). No…",Granada_Province_of_Granada_Andalucia,Nest_Style_Granada,0
1720,Regular,3,"La ubicación es excelente, esta en pleno centro de Granada y al lado de zona de tapas.La habitación doble exterior en la que yo me alojé bastante pequeña...baño enano y tres camas individuales para mi sola...la decoración bien, el desayuno correcto, la limpieza no la llegue a comprobar puse k me limpiasen por la mañana y cuando volví a la tarde no había limpiado nadie.",Granada_Province_of_Granada_Andalucia,Nest_Style_Granada,3
