"id","hotel_id","archivo_id","plataforma","fecha_review","texto_limpio","idioma","cargada_en","sentimiento","confianza"
21354,1,13,booking,2025-10-27,Buena ubicacion para moverse por la ciudad. El wifi era muy lento.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.996
18864,1,13,booking,2026-02-16,Aunque en recepcion se demoraron demasiaddo. Las toallas y ropa de cama limpias.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.969
18984,1,13,booking,2026-01-02,AUnque igual falta mantenimiento en algunas areas. Precio justo por lo que ofrece.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.993
17787,1,13,booking,2025-11-30,Eso si se escuchaba todo del pasillo y el baño tenía problemas. Lascamas eran cómodas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20146,1,13,booking,2025-10-24,El parqueadero fue util. sin embargo la comida llegofria,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.993
19409,1,13,booking,2026-01-28,"Me gusto el servicio, aunque igual el precio era algo elevado para lo que ofrece.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
18021,1,13,booking,2026-01-19,"Cumple con lo que promete, eso sí la cama np era muy comoda.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18043,1,13,booking,2025-12-04,El personal hizo todo lo posible por ayudar. El baño tenia problemas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21925,1,13,booking,2025-10-30,Eso si demasiado ruido externo. Las camas eran comodas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19226,1,13,booking,2025-12-26,"El check in fue rapido, pero la verdad se escuchabatodo del pasillo y el bano tenía problemas y el aire acondicionado hacia ruido.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
17479,1,13,booking,2026-02-03,"Muy bienubicado cerca al centro, la verdad el colchon estaba algo viejo.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.996
17515,1,13,booking,2026-04-18,La verdad no habia agua caliente en la mañana. Me parecio un hotel muy completo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21824,1,13,booking,2025-10-26,El restaurante del hotel estuvorico. eso sí las instalaciones estan algo viejas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.989
21438,1,13,booking,2025-12-09,Toddoestuvo bien en general. sin embargo la tv no funcionaba bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.994
19085,1,13,booking,2025-12-03,Pero la verdad el colchon estaba algo viejo. La ubicacion es muybuena.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.978
22079,1,13,booking,2026-01-07,"El cuarto era amplio, igual habia humedad en elll cuarto.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.985
21917,1,13,booking,2025-10-02,Eso si el precio era algo elevado para lo que ofrece. La recepcion fue muy cordial.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.626
21198,1,13,booking,2025-10-14,Sin embargo habia olor raro en la habitacion. Las camas eran comodas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20809,1,13,booking,2026-03-09,"La ubicacion es muy buena, pero la puerta no cerraba bien.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.992
21081,1,13,booking,2025-12-12,Eso sí el bañotenia problemas. El wifi funcionaba bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18243,1,13,booking,2026-04-16,"El personal hizo todo lo posibble por ayudar, aunque demasiado ruido externo y el desayuno no fue lo esperado.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17395,1,13,booking,2026-01-03,"Muy buena vista desde la habitacion, pero la verdad en recepcion se demoraron demasiado.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18532,1,13,booking,2025-12-08,Me gusto el servicio. la verdad la cama no era muy comoda.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18008,1,13,booking,2026-02-20,Eso sí poca variedad en el desaYuno. Muy buena vusta desde la habitaccion.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20028,1,13,booking,2025-12-06,"La ubicaciones muy buena, eso si habia mucho ruido en la noche y la comida se demoroo bastante.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21493,1,13,booking,2025-12-21,Pero el aire acondicionado hacia ruiDo. El personal hizo todo lo posible por ayudar.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21591,1,13,booking,2025-12-01,"Ambiente tranquilo y agradable, la verdad demasiado ruido externo.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.987
20792,1,13,booking,2025-11-10,"Excelente ubicacion cerca a todo, pero el servicio fue algo demorado.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20415,1,13,booking,2025-12-03,Igual falta mantenimiento en algunas areas. Buenaexperiencia en general lo recomiendo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.858
19736,1,13,booking,2026-02-21,Eso si se escuchaba todo del pasillo y en recepción se demoraron demassiado. Todo estuvo bien en general.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17085,1,13,booking,2026-04-12,Muy buen hotel en general. Problemas conel agua caliente.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.837
21421,1,13,booking,2026-04-17,"Buena relacioncalidad precio, pero el baño tenia problemas.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
19424,1,13,booking,2025-12-15,Lahabutacion estabba limpia. La comida llego fria.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.990
17201,1,13,booking,2025-10-13,"La hhabitacionestaba limpia, pero problrmas con el agua caaliente.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19755,1,13,booking,2026-02-28,Todo estuvo bien en general. Falta mantenimientoen algunas areas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
21124,1,13,booking,2025-12-15,Me gustó elservicio. Se escuchaba todo del pasillo y el baño tenía problemas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19897,1,13,booking,2026-01-20,Eso si la cama no era muy comoda. Limpieza impecable.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17626,1,13,booking,2026-02-27,Aunque se escuchaba todo del pasillo y el baño tenía problemas. Muy bien ubicado cerca al centro.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17870,1,13,booking,2025-12-25,"El colchon era comodisimo, sin embargo poca variedad en el desayuno.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20194,1,13,booking,2026-01-02,Igual el servicio fue algo demorado. Cumple con lo que promete.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.990
18855,1,13,booking,2026-03-06,Aunque la puerta no cerraba bienn. Buena relacion calidad preecio.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.863
18827,1,13,booking,2025-12-09,"El cuarto era amplio, aunque el baño tenia problemas.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.958
19326,1,13,booking,2025-10-25,Me gustó el servicio. El baño estaba algo descuidado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
20171,1,13,booking,2025-12-07,Muy bien ubicado cerca al centro. Poca variedad en el desayuno.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
21622,1,13,booking,2025-12-07,Sin embargo se escuchaba tododel pasillo y el baño tenía peoblemas. La ubicación es muy buena.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17824,1,13,booking,2026-01-13,Me guusto el servicio. sin embargo la puerta no cerraba bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.996
18634,1,13,booking,2026-02-06,"La atencion fue excelente, eso si demorado el servicio dde habitaciones.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21618,1,13,booking,2025-11-21,"El parqueadero fue util, la verdad problemas con el agua caliente.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18302,1,13,booking,2025-11-11,"La atencion fue excelente, pero la verdad habia mucho ruido en la noche.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19418,1,13,booking,2025-10-19,El personal hizo todo loposible por ayudar. Poca varirdad en el desayuno.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21201,1,13,booking,2026-03-02,El cuarto era amplio. sin embargo el personal no fue muy atentoo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
20353,1,13,booking,2026-02-21,Buena relacion calidad precio. aunque igual se escuchaba todo del pasillo y el baño tenía problemas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20550,1,13,booking,2025-11-29,Habitacion espaciosa y limpia. Se escuchaba todo del pasillo y en recepción se demoraron demasiado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19510,1,13,booking,2025-11-10,"Me gusto el servicio, sin embargo la limpieza podria mejorar.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
17692,1,13,booking,2026-03-05,El check in fue rapido. igual los muebles estaban algo deteriorados.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18684,1,13,booking,2025-10-13,"Buena relacion calidad precio, aunque se escuchaba todo del pasillo y en recepción se demoraron demasiado.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17249,1,13,booking,2025-11-11,"Muy biEn ubicado cerca al centro, eso si elbaño tenia problemas.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21525,1,13,booking,2025-11-04,La verdad el precio era algo elevado para lo que ofrece. Habutacion espaciosa y limpia.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.996
20775,1,13,booking,2026-03-27,"Muy buena vista desde la habitaciion, sin embargo el desayuno no fue lo esperado.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.797
19177,1,13,booking,2025-11-17,"Ambiente tranquilo y agradable, la verdad habia mucho ruido en lanoche.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.990
20703,1,13,booking,2026-01-05,"El check in fue rapido, aunque igual problemas con el agua calientE.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.957
18868,1,13,booking,2026-01-25,Igual el wifi era muy lento. El personal super amable y atento.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.919
18018,1,13,booking,2025-10-17,"Muy bien ubicado cerca al centro, pero habia mucho ruido en la noche.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.979
17410,1,13,booking,2026-02-22,Aunque no pude dormir bien por el ruido y la comida se demoró bastante. Muy bonitas las areas comunes.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17229,1,13,booking,2026-03-25,El parqueadero fue util. Los muebles estaban algo deteriorados.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20391,1,13,booking,2025-10-09,"La habitacion estaba limpia, eso sí demasiado ruido externo.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19838,1,13,booking,2026-04-05,"Me parecio un hotel muy completo, sin embargo el personal no fue muy atento.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18461,1,13,booking,2025-12-03,La verdad poca variedad en el desayuno. Limpieza impecable.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19467,1,13,booking,2026-03-01,"Cumple con lo que promete, la verdad falta mantenimiento en algunas areas.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.877
18464,1,13,booking,2025-11-23,La verdad se escuchaba todo del pasillo y el baño tenía problemas. El personalfue muy amable.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17141,1,13,booking,2026-01-17,Aumqur el personal no fue muy atento. Me gusto el servicio.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19095,1,13,booking,2025-11-10,Eldesayuno estuvo muy rico. eso sí la puerta no cerraba bien y habia olor raro en la habitacion.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20489,1,13,booking,2026-02-04,Sin embargo el ascenssor tardaba mucho. Muy burnavista desde la habitacion.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
17774,1,13,booking,2025-10-15,Buenas instalaciones en general. aunque en recepcion se demoraron demasiado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20694,1,13,booking,2025-11-08,Buema expeeiencia en general lo recomiendo. El baño estaba algo descuidadoo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.914
19403,1,13,booking,2026-04-04,Precio justo por lo que ofrece. La comida llego fria.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.993
20085,1,13,booking,2025-12-23,Ambiente tranquilo y agradable. aunque igual los muebles estaban algo deteriorados.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.848
17761,1,13,booking,2026-01-20,Excelente ubicacion cerca a todo. No pude dormir bien por el ruido y la comida se demoró bastante.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
22299,1,13,booking,2026-03-08,El psequeadero fue util. La cama no era muy comoda.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.991
18037,1,13,booking,2025-11-06,Me gustó elserviciio. pero el servicio fue algo demorado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
20985,1,13,booking,2025-10-27,Sin embargo ek baño tenia problemas. Buena relación calidad precio,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
17332,1,13,booking,2026-01-20,Buena relacion calidad precio. El precio era algo elevado para lo que ofrece.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.994
18130,1,13,booking,2026-01-19,Eso sí no pude dormir bienpor el ruidoo. La habitación estaba limpia.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21324,1,13,booking,2025-10-14,Muy buena vista desde la habitacion. Habia olor raro en la habitacion.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
20838,1,13,booking,2026-03-11,Ambiente tranquilo y agradable. La cama np era muy comoda.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.579
20513,1,13,booking,2026-04-09,Muy buena vista desde la habitacion. El ascensor tardabamucho.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.637
17348,1,13,booking,2026-04-12,Excelente ubicación cerca a todo. eso si los muebles estaban algo deteriorados.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.993
22021,1,13,booking,2026-01-08,"El checkk in fuue rapido, sin embargo la comida se demoro bastante.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.975
20414,1,13,booking,2025-10-22,Pero la verdad no pUde dormir bien por el rruido. Muy buena vista desde la habitacion,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
18881,1,13,booking,2026-02-27,"Ambiente tranquilo y agradable, la verdad demasiado ruido externo y el desayuno nofue lo esperaddo.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
22378,1,13,booking,2025-12-04,"Excelente ubicación cerca a todo, pero problemas con el agua caliente.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.865
21771,1,13,booking,2026-03-12,El personal fue muy amable. sin embargo demorado el servicio de habitaciones.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.995
20019,1,13,booking,2025-11-16,Pero demasiado ruido externo yel desayuno no fue lo esperado. Ls recepcion fue muy coorrdial.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.990
17208,1,13,booking,2026-01-24,El restaurante del hotel estuvo rico. El desayuno no fue lo esperado,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
18067,1,13,booking,2025-10-02,Igual la comida se demoro bastante. Ambiente tranquilo y agradable.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.994
22017,1,13,booking,2026-03-06,Igual el precio era algo elevado para lo que ofrece. La piscina estaba muy bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.819
18702,1,13,booking,2026-02-25,Buena relacion calidad precio. El ascensor tardaba mucho.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.888
22482,1,13,booking,2025-12-10,Las camas eran comodas. sin embargo el personall no fue muy atento.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
20348,1,13,booking,2026-02-03,Eso si el precio era algo elevafo para lo que oofrece. Las camas eran cómodas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.996
21215,1,13,booking,2026-02-04,"Muy bien ubicado cerca al centro, aunque igual el aire acondicionado haciaa ruido.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
22339,1,13,booking,2026-03-10,"El desayuno estuvo muy rico, la verdad el servicio fue algo demorado",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
20650,1,13,booking,2026-04-02,Las toallas y ropa de cama limpias. El colchon estaba algo viejo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.823
18419,1,13,booking,2026-03-08,La ubicación es muy buena. sin embargo habia olor raro en la habitacion.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17344,1,13,booking,2026-03-11,Pero ls verdad el serviciofue algo demorado. Muy buen hotel en general.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20753,1,13,booking,2025-12-15,Pero demasiado ruido externo y el desayuno no fue lo esperado. Buena relacion calidad precio.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
20011,1,13,booking,2025-10-05,"Todo estuvo bien en general, pero el colchon estaba algo viejo.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.783
17246,1,13,booking,2026-02-20,"Habitacion espaciosa y limpia, eso sí poca variedad en el desayuno.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
21731,1,13,booking,2026-02-08,La verdad los muebles estaban algo deteriorados. El check in fue rapido.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17064,1,13,booking,2026-03-10,El personal fue amable. pero la puerta no cerrabaa bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.469
17759,1,13,booking,2025-12-13,Pero la comida se demoro bastantte. Buena relación calidad prrecio.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.720
17905,1,13,booking,2026-01-18,"Cumple con lo que promete, aunque igual habia mucho ruido en la noche.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
20665,1,13,booking,2025-12-18,La ubicación es muy buena. Se escuchaba todo del pasillo y el baño tenía problemas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
18582,1,13,booking,2025-12-19,Me gusto el servicio. pero laverdad falta mantenimiento en algunas areas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20481,1,13,booking,2025-11-25,Aunque igual en recepcipn se demoraron demasiado. El personal hizo todo lo posible por ayudar.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21033,1,13,booking,2026-04-01,Buena ubicacion para moverse por la ciudad. aunque igual el servicio fue algo demorado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.864
21607,1,13,booking,2025-12-12,El desayunoestuvo muy rico. Falta mantenimiento en algunas areas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17670,1,13,booking,2025-12-04,Igual habia mucho ruido en la noche y lla atención pudo ser mejor. La recepcion fue muy cordial.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.835
21844,1,13,booking,2026-01-19,Pero la verdad los muebles estaban algo deteriorados. Las camas eran comodaaas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.996
17328,1,13,booking,2026-04-14,"Precio justo por lo que ofrece, eso sí había mucho ruido en la noche y la atención pudo ser mejor",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.942
20496,1,13,booking,2026-03-05,El restaurante del hotel estuvo rico. Ka puerta no cerraba bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.966
19676,1,13,booking,2026-01-03,Lastoallas y ropa de cama limpias. igual la puerta nocerraba bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.963
21804,1,13,booking,2026-02-08,Ambiente tranquilo y agradable. El personal no fue muy atento,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21015,1,13,booking,2025-12-14,La ubicacion es muy buena. aunque igual no pude dormir bien por el ruido.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.987
19352,1,13,booking,2026-01-06,Excelente ubicación ceerca a todo. Se escuchaba todo del pasillo y en recepción se demoraron demasiado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19208,1,13,booking,2025-12-17,Excelente ubicación cercaa todo. El sservicio fuealgo demorado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.992
18561,1,13,booking,2026-01-16,Las toallas y ropa de cama limpias. No pude dormir bien por el ruido.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.950
22331,1,13,booking,2026-03-26,Muy buen hotel en general. El colchon estaba algo viejo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.690
20442,1,13,booking,2026-04-02,Buena ubicacion para moverse por la ciudad. Demorado el servicio de habitaciones.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21150,1,13,booking,2026-01-11,"La piscina estaba muy bien, eso sí el bano tenia problemas.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
17646,1,13,booking,2025-10-21,"El personal hizo todo lo posible por ayudar, sin embargo el preciio era algo elevado para lo que ofrece.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.864
18104,1,13,booking,2025-10-25,Aunque igual demasiado ruido externo y la limpieza podria mejorar. La piscina estaba muy bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.996
20453,1,13,booking,2025-11-19,Buen servicio de habitaciones. eso si no pude dormir bien por el ruido.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18178,1,13,booking,2025-12-11,El check in fue rapido. El colchon estaba algo viejo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.989
19080,1,13,booking,2025-10-25,Pero la verdad la comida se demoro bastante. Buena relación calidaad precio.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19415,1,13,booking,2025-10-11,Buenas instalaciones en general. aunque igual la cama no era muy comoda.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.994
19660,1,13,booking,2026-01-24,La verdad la cama no rra muy comoda. Muy buena vista desde la habitacion.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.642
21071,1,13,booking,2025-10-08,El personal hizo todo lo posible por ayudar. Demasiado ruido externo y el desayuno no fue lo esperado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.773
17962,1,13,booking,2026-01-05,"La ubicación es muy buena, la verdad habia mucho ruido en la noche.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.942
20655,1,13,booking,2025-10-29,"Muy buen hotel en general, igual la puerta no cerraba bien.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.995
20780,1,13,booking,2025-10-26,"Buena ubicacion para moverse por la ciudad, aunque igual no pude dormir bien por el ruido.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.892
21280,1,13,booking,2026-01-04,El colchon era comodisimo. la verdad la comida se demoro bastante.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18775,1,13,booking,2025-10-01,Me gustoel servucio. El wifi era muy lento.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20001,1,13,booking,2026-02-16,Precio justo por llo que ofrece. El parqueadero era muy pequeño.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.954
21907,1,13,booking,2026-02-08,"Las toallas y ropa de cama limpias, aunque igual el aire acondicionado haciaa ruido.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.903
20031,1,13,booking,2026-02-26,Eso si la cama no era muy comoda. La puscina estaba muy bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19926,1,13,booking,2026-03-24,Pero la verdad se escuchaba todo del pasillo y en recepción se demoraron demasiado. Todo estuvo bIen en general.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17800,1,13,booking,2026-04-11,Muy buen hotel en general. igual la cama no era muy comoda.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.947
21340,1,13,booking,2025-12-31,La recepcion fue muy cordial. Se escuchaba todo del pasillo y en recepción se demoraron demasiado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21052,1,13,booking,2025-11-30,La piscina estaba muy bien. sin embargo el colchon estaba algo viejo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.971
17546,1,13,booking,2025-10-15,Me guusto el servicio. Se escuchaba todo dek pasillo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20299,1,13,booking,2026-01-20,Pero la verdad el desayuno no fue lo esperado. La ubicación es muy buena.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
17621,1,13,booking,2025-12-09,Buenservicio de habitaciones. aunque igual la cama no era muy comoda.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.898
17313,1,13,booking,2026-03-16,Sin embargo la comida llego friaa. La piscina estaba muy bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.948
21909,1,13,booking,2025-10-26,El restsuraante del hotel estuvo rico. Los mueblesestaban algo deteriorados.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17448,1,13,booking,2026-04-11,Cumple con lo que promete. Poca variedad en el desayuno.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.696
17045,1,13,booking,2026-03-06,El wifi funcionaba bien. igual habia humedad en el cuarto.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.819
20285,1,13,booking,2026-02-23,"Muy burna vista desde la habitacion, igual la tv no funcionaba bbienn.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.765
18473,1,13,booking,2026-03-27,Aunque igual el cuarto era muypequeno. Buenas instalaciones en general.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.872
20226,1,13,booking,2026-04-06,La verdad demasiado ruido externo. Las toallas y ropa de cama limpias.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.884
20378,1,13,booking,2025-12-09,Eso si demasiado ruido externo y el desayuno no fue lo esperado. Larecepcion fue muy cordial.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21270,1,13,booking,2026-02-25,Buen servicio de habitaciones. El personal no fue muy atento.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
19057,1,13,booking,2026-02-04,"La atencion fue excelente, la verdad la tv no funcionaba bien.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
18289,1,13,booking,2026-03-28,Sin embargo problemas con el agua caliiente. Todo estuvo bien en general.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17108,1,13,booking,2026-04-07,"Ambiente tranquilo y agradable, pero la verdad el baño tenia problemas.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.957
22168,1,13,booking,2026-01-19,Igual poca variedad en el desayuno. El parqueadero fue util.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19036,1,13,booking,2026-03-17,"El desayuno estuvo muy rico, igual el precip era algo elevado para lo que ofrrece.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.966
20339,1,13,booking,2025-12-25,La ubicacipn es muy buena. El desayuno no fue lo espeeado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.688
18919,1,13,booking,2026-03-13,"El wifi funcionaba bien, pero demorado el servicio de habitaciones.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.494
21362,1,13,booking,2025-11-08,Ambiente tranquilo y agradable. sin embargo se escuchaba todo del pasillo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.823
21321,1,13,booking,2026-02-28,"Buen servicio de habitacioones, pero el aire acondicionado hacia ruido.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18270,1,13,booking,2025-10-04,"El wifi funcionaba bien, eso si el baño estaba algo descuidado.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.992
21520,1,13,booking,2025-11-17,El personal hizo ttodo lo posible por ayudar. El desayuno no fue lo esperado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
18663,1,13,booking,2025-12-18,El wifi funcionaba bien. eso si habia mucho ruido en la noche.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.976
